"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"AVXL","Anavex Life Sciences Corp.","3.43","151677457.19","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www-qc.nasdaq.com/symbol/avxl",
"ANCB","Anchor Bancorp","24.8","61874512","n/a","n/a","Finance","Banks","https://www-qc.nasdaq.com/symbol/ancb",
"ANDA","Andina Acquisition Corp. II","10.35","50479340.85","n/a","2015","Finance","Business Services","https://www-qc.nasdaq.com/symbol/anda",
"ANDAR","Andina Acquisition Corp. II","1.38","0","n/a","2015","Finance","Business Services","https://www-qc.nasdaq.com/symbol/andar",
"ANDAU","Andina Acquisition Corp. II","14","0","n/a","2015","Finance","Business Services","https://www-qc.nasdaq.com/symbol/andau",
"ANDAW","Andina Acquisition Corp. II","1.7726","0","n/a","2015","Finance","Business Services","https://www-qc.nasdaq.com/symbol/andaw",
"ANGI","ANGI Homeservices Inc.","12.76","6091748473.8","n/a","n/a","Consumer Services","Advertising","https://www-qc.nasdaq.com/symbol/angi",
"ANGO","AngioDynamics, Inc.","16.28","598215519","n/a","2004","Health Care","Medical/Dental Instruments","https://www-qc.nasdaq.com/symbol/ango",
"ANIP","ANI Pharmaceuticals, Inc.","71.06","828126347.18","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/anip",
"ANIK","Anika Therapeutics Inc.","56.18","823698182.42","n/a","n/a","Health Care","Medical/Dental Instruments","https://www-qc.nasdaq.com/symbol/anik",
"ANSS","ANSYS, Inc.","152.21","12916612595.33","n/a","1996","Technology","Computer Software: Prepackaged Software","https://www-qc.nasdaq.com/symbol/anss",
"ATRS","Antares Pharma, Inc.","2.29","358784614.16","n/a","n/a","Health Care","Medical/Dental Instruments","https://www-qc.nasdaq.com/symbol/atrs",
"ANTH","Anthera Pharmaceuticals, Inc.","1.48","20497523.44","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/anth",
"ABAC","Aoxin Tianli Group, Inc.","2.95","23552047.75","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www-qc.nasdaq.com/symbol/abac",
"APLS","Apellis Pharmaceuticals, Inc.","19.9","1001649624.8","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/apls",
"APOG","Apogee Enterprises, Inc.","46.08","1319857873.92","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www-qc.nasdaq.com/symbol/apog",
"APEN","Apollo Endosurgery, Inc.","6.45","111522738.15","n/a","n/a","Health Care","Medical/Dental Instruments","https://www-qc.nasdaq.com/symbol/apen",
"AINV","Apollo Investment Corporation","5.77","1260413536.58","n/a","2004","n/a","n/a","https://www-qc.nasdaq.com/symbol/ainv",
"APPF","AppFolio, Inc.","40.95","1390133089.8","n/a","2015","Technology","Computer Software: Prepackaged Software","https://www-qc.nasdaq.com/symbol/appf",
"APPN","Appian Corporation","36.75","2216145393","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www-qc.nasdaq.com/symbol/appn",
"AAPL","Apple Inc.","175.28","891659175680","n/a","1980","Technology","Computer Manufacturing","https://www-qc.nasdaq.com/symbol/aapl",
"ARCI","Appliance Recycling Centers of America, Inc.","0.982","6751608.43","n/a","n/a","Consumer Services","Home Furnishings","https://www-qc.nasdaq.com/symbol/arci",
"APDN","Applied DNA Sciences Inc","1.57","47275929.49","n/a","n/a","Consumer Services","Other Consumer Services","https://www-qc.nasdaq.com/symbol/apdn",
"APDNW","Applied DNA Sciences Inc","0.3","0","n/a","n/a","Consumer Services","Other Consumer Services","https://www-qc.nasdaq.com/symbol/apdnw",
"AGTC","Applied Genetic Technologies Corporation","4.3","77800910.5","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/agtc",
"AMAT","Applied Materials, Inc.","53.2","56197325984.8","n/a","1972","Technology","Semiconductors","https://www-qc.nasdaq.com/symbol/amat",
"AAOI","Applied Optoelectronics, Inc.","35.94","696595764.84","n/a","2013","Technology","Semiconductors","https://www-qc.nasdaq.com/symbol/aaoi",
"AREX","Approach Resources Inc.","3.93","340002987.15","n/a","2007","Energy","Oil & Gas Production","https://www-qc.nasdaq.com/symbol/arex",
"APTI","Apptio, Inc.","24.51","989922012.45","n/a","2016","Technology","Computer Software: Prepackaged Software","https://www-qc.nasdaq.com/symbol/apti",
"APRI","Apricus Biosciences, Inc.","2.41","36669395.97","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/apri",
"APVO","Aptevo Therapeutics Inc.","4.47","95785251.96","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/apvo",
"APTO","Aptose Biosciences, Inc.","2.34","63447838.74","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/apto",
"AQMS","Aqua Metals, Inc.","1.96","39989413.52","n/a","2015","Basic Industries","Metal Fabrications","https://www-qc.nasdaq.com/symbol/aqms",
"AQB","AquaBounty Technologies, Inc.","4.86","43230156.84","n/a","n/a","n/a","n/a","https://www-qc.nasdaq.com/symbol/aqb",
"AQXP","Aquinox Pharmaceuticals, Inc.","11.65","273366434.5","n/a","2014","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/aqxp",
"ARDM","Aradigm Corporation","3.42","51806631.96","n/a","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www-qc.nasdaq.com/symbol/ardm",
"ARLZ","Aralez Pharmaceuticals Inc.","1.81","119410237.67","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/arlz",
"PETX","Aratana Therapeutics, Inc.","5.29","227460546.77","n/a","2013","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/petx",
"ABUS","Arbutus Biopharma Corporation","5.05","280537574.75","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/abus",
"ARCW","ARC Group Worldwide, Inc.","2.4","43857523.2","n/a","n/a","Capital Goods","Metal Fabrications","https://www-qc.nasdaq.com/symbol/arcw",
"ABIO","ARCA biopharma, Inc.","1.75","20564209.75","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www-qc.nasdaq.com/symbol/abio",
"RKDA","Arcadia Biosciences, Inc.","0.2452","10465887.0476","n/a","2015","Basic Industries","Agricultural Chemicals","https://www-qc.nasdaq.com/symbol/rkda",
"ARCB","ArcBest Corporation","37.05","949845292.5","n/a","n/a","Transportation","Trucking Freight/Courier Services","https://www-qc.nasdaq.com/symbol/arcb",
"ACGL","Arch Capital Group Ltd.","88.87","11630774512.88","n/a","n/a","Finance","Property-Casualty Insurers","https://www-qc.nasdaq.com/symbol/acgl",
"ACGLO","Arch Capital Group Ltd.","25.51","0","n/a","n/a","Finance","Property-Casualty Insurers","https://www-qc.nasdaq.com/symbol/acglo",
"ACGLP","Arch Capital Group Ltd.","25.07","0","n/a","n/a","Finance","Property-Casualty Insurers","https://www-qc.nasdaq.com/symbol/acglp",
"APLP","Archrock Partners, L.P.","14.5","1017699117","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www-qc.nasdaq.com/symbol/aplp",
"FUV","Arcimoto, Inc.","4.13","65551364.13","n/a","2017","Consumer Non-Durables","Motor Vehicles","https://www-qc.nasdaq.com/symbol/fuv",
"ARDX","Ardelyx, Inc.","7.4","351758844.6","n/a","2014","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/ardx",
"ARNA","Arena Pharmaceuticals, Inc.","35.77","1404450172.58","n/a","2000","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/arna",
"ARCC","Ares Capital Corporation","15.92","6786682706.8","n/a","2004","n/a","n/a","https://www-qc.nasdaq.com/symbol/arcc",
"ARGX","argenx SE","62.39","447987152.48","7180432","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/argx",
"AGII","Argo Group International Holdings, Ltd.","61.2","1816468815.6","n/a","n/a","Finance","Specialty Insurers","https://www-qc.nasdaq.com/symbol/agii",
"AGIIL","Argo Group International Holdings, Ltd.","25.27","0","n/a","n/a","Finance","Specialty Insurers","https://www-qc.nasdaq.com/symbol/agiil",
"ARGS","Argos Therapeutics, Inc.","0.1653","14640182.4591","n/a","2014","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/args",
"ARKR","Ark Restaurants Corp.","25.65","88086742.65","n/a","n/a","Consumer Services","Restaurants","https://www-qc.nasdaq.com/symbol/arkr",
"ARTX","Arotech Corporation","3.6","95022172.8","n/a","1994","Miscellaneous","Industrial Machinery/Components","https://www-qc.nasdaq.com/symbol/artx",
"ARQL","ArQule, Inc.","1.82","158540567.64","n/a","1996","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/arql",
"ARRY","Array BioPharma Inc.","13.95","2748532118.4","n/a","2000","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/arry",
"ARRS","ARRIS International plc","25.51","4770911602.81","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www-qc.nasdaq.com/symbol/arrs",
"DWAT","Arrow DWA Tactical ETF","12.1","8470000","n/a","n/a","n/a","n/a","https://www-qc.nasdaq.com/symbol/dwat",
"AROW","Arrow Financial Corporation","34.35","478163060.7","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/arow",
"ARWR","Arrowhead Pharmaceuticals, Inc.","5.04","377134531.2","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/arwr",
"ASNS","Arsanis, Inc.","14.46","198020778.18","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/asns",
"ARTNA","Artesian Resources Corporation","38.87","357333814.63","n/a","n/a","Public Utilities","Water Supply","https://www-qc.nasdaq.com/symbol/artna",
"ARTW","Art&#39;s-Way Manufacturing Co., Inc.","3","12476256","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www-qc.nasdaq.com/symbol/artw",
"ASNA","Ascena Retail Group, Inc.","2.05","401881356.3","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www-qc.nasdaq.com/symbol/asna",
"ASND","Ascendis Pharma A/S","45.63","1461123933.75","32021125","2015","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/asnd",
"ASCMA","Ascent Capital Group, Inc.","10.68","131652349.32","n/a","n/a","Consumer Services","Other Consumer Services","https://www-qc.nasdaq.com/symbol/ascma",
"APWC","Asia Pacific Wire & Cable Corporation Limited","2.7","37313106.3","n/a","n/a","Basic Industries","Telecommunications Equipment","https://www-qc.nasdaq.com/symbol/apwc",
"ASML","ASML Holding N.V.","178.55","12836323563.45","71892039","1995","Technology","Industrial Machinery/Components","https://www-qc.nasdaq.com/symbol/asml",
"ASPU","Aspen Group Inc.","8.77","129938117.85","n/a","n/a","Consumer Services","Other Consumer Services","https://www-qc.nasdaq.com/symbol/aspu",
"AZPN","Aspen Technology, Inc.","73.97","5365445609.16","n/a","1994","Technology","EDP Services","https://www-qc.nasdaq.com/symbol/azpn",
"ASMB","Assembly Biosciences, Inc.","44.66","776982666.46","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/asmb",
"ASFI","Asta Funding, Inc.","7.35","48685040.25","n/a","1995","Finance","Finance Companies","https://www-qc.nasdaq.com/symbol/asfi",
"ASTE","Astec Industries, Inc.","61.61","1421327174.28","n/a","1986","Capital Goods","Construction/Ag Equipment/Trucks","https://www-qc.nasdaq.com/symbol/aste",
"ATRO","Astronics Corporation","40.97","1147251199.22","n/a","n/a","Capital Goods","Military/Government/Technical","https://www-qc.nasdaq.com/symbol/atro",
"ALOT","AstroNova, Inc.","13.8","93303166.2","n/a","1983","Technology","Computer peripheral equipment","https://www-qc.nasdaq.com/symbol/alot",
"ASTC","Astrotech Corporation","3.45","15547331.85","n/a","n/a","Capital Goods","Military/Government/Technical","https://www-qc.nasdaq.com/symbol/astc",
"ASUR","Asure Software Inc","14.79","184384267.8","n/a","n/a","Technology","EDP Services","https://www-qc.nasdaq.com/symbol/asur",
"ASV","ASV Holdings, Inc.","9.5","93100000","n/a","2017","Capital Goods","Construction/Ag Equipment/Trucks","https://www-qc.nasdaq.com/symbol/asv",
"ATAI","ATA Inc.","5.15","65671579.45","12751763","n/a","Consumer Services","Other Consumer Services","https://www-qc.nasdaq.com/symbol/atai",
"ATRA","Atara Biotherapeutics, Inc.","22.15","677698431.9","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/atra",
"ATHN","athenahealth, Inc.","132.65","5308346445.85","n/a","2007","Miscellaneous","Business Services","https://www-qc.nasdaq.com/symbol/athn",
"ATNX","Athenex, Inc.","15.72","911685550.08","n/a","2017","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/atnx",
"ATHX","Athersys, Inc.","1.96","232326175.48","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/athx",
"ATAC","Atlantic Acquisition Corp.","9.82","57667920.54","n/a","2017","Finance","Business Services","https://www-qc.nasdaq.com/symbol/atac",
"ATACR","Atlantic Acquisition Corp.","0.6","0","n/a","2017","Finance","Business Services","https://www-qc.nasdaq.com/symbol/atacr",
"ATACU","Atlantic Acquisition Corp.","10.28","0","n/a","2017","Finance","Business Services","https://www-qc.nasdaq.com/symbol/atacu",
"AAME","Atlantic American Corporation","3.345","68369829.795","n/a","n/a","Finance","Life Insurance","https://www-qc.nasdaq.com/symbol/aame",
"ACBI","Atlantic Capital Bancshares, Inc.","18","463107348","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/acbi",
"ACFC","Atlantic Coast Financial Corporation","10.14","157714609.26","n/a","n/a","Finance","Savings Institutions","https://www-qc.nasdaq.com/symbol/acfc",
"AY","Atlantica Yield plc","21.17","2121599394.2","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www-qc.nasdaq.com/symbol/ay",
"ATLC","Atlanticus Holdings Corporation","2.276","34884718.58","n/a","1995","Finance","Finance: Consumer Services","https://www-qc.nasdaq.com/symbol/atlc",
"AAWW","Atlas Air Worldwide Holdings","61.35","1551118185","n/a","n/a","Transportation","Transportation Services","https://www-qc.nasdaq.com/symbol/aaww",
"AFH","Atlas Financial Holdings, Inc.","20.55","247230946.65","n/a","2013","Finance","Property-Casualty Insurers","https://www-qc.nasdaq.com/symbol/afh",
"AFHBL","Atlas Financial Holdings, Inc.","26.4647","0","n/a","n/a","Finance","Property-Casualty Insurers","https://www-qc.nasdaq.com/symbol/afhbl",
"TEAM","Atlassian Corporation Plc","52.04","11974619601.72","n/a","2015","Technology","Computer Software: Prepackaged Software","https://www-qc.nasdaq.com/symbol/team",
"ATNI","ATN International, Inc.","60.37","966920089.42","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www-qc.nasdaq.com/symbol/atni",
"ATOM","Atomera Incorporated","4.95","60195153.15","n/a","2016","Technology","Semiconductors","https://www-qc.nasdaq.com/symbol/atom",
"ATOS","Atossa Genetics Inc.","0.2669","8493489.5729","n/a","2012","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/atos",
"ATRC","AtriCure, Inc.","17.69","609847165.11","n/a","2005","Health Care","Medical/Dental Instruments","https://www-qc.nasdaq.com/symbol/atrc",
"ATRI","Atrion Corporation","593.45","1098975634.9","n/a","n/a","Health Care","Medical/Dental Instruments","https://www-qc.nasdaq.com/symbol/atri",
"ATTU","Attunity Ltd.","6.77","134074691.26","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www-qc.nasdaq.com/symbol/attu",
"LIFE","aTyr Pharma, Inc.","3.95","117545470.65","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/life",
"AUBN","Auburn National Bancorporation, Inc.","37.79","137694213.72","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/aubn",
"BOLD","Audentes Therapeutics, Inc.","36.17","1079868298.86","n/a","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/bold",
"AUDC","AudioCodes Ltd.","7.28","235954234.88","n/a","1999","Public Utilities","Telecommunications Equipment","https://www-qc.nasdaq.com/symbol/audc",
"AUPH","Aurinia Pharmaceuticals Inc","5.26","442112247.08","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/auph",
"EARS","Auris Medical Holding AG","0.495","22806575.55","n/a","2014","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/ears",
"ADSK","Autodesk, Inc.","113.26","24947420259.72","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www-qc.nasdaq.com/symbol/adsk",
"ADP","Automatic Data Processing, Inc.","117.18","51968126561.4","n/a","n/a","Technology","EDP Services","https://www-qc.nasdaq.com/symbol/adp",
"AUTO","AutoWeb, Inc.","9.33","121727894.22","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://www-qc.nasdaq.com/symbol/auto",
"AVDL","Avadel Pharmaceuticals plc","9.78","401865402.96","41090532","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/avdl",
"ATXI","Avenue Therapeutics, Inc.","3.82","39212964.68","n/a","2017","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/atxi",
"AVEO","AVEO Pharmaceuticals, Inc.","2.77","327750169.97","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/aveo",
"AVXS","AveXis, Inc.","116.34","3720136470.12","n/a","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/avxs",
